;add;addi;addiw;addw;and;andi;auipc;beq;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
8g_sb_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8g_sh_100x100;0;100;23;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;4;23;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8g_sll_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_slli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_slliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_sllw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_slt_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_slti_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_sltiu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;9900;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_sltu_100x100;0;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_sra_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;129;0;0;0;0;0
8g_srai_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;129;0;0;0;0;0
8g_sraiw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;129;0;0;0;0;0
8g_sraw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;129;0;0;0;0;0
8g_srl_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;129;0;0;0;0;0
8g_srli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;129;0;0;0;0;0
8g_srliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;129;0;0;0;0;0
8g_srlw_100x100;0;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;129;0;0;0;0;0
8g_sub_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;10000;0;0;0;0
8g_subw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;10000;0;0;0
8g_sw_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;10000;0;0
8g_xor_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;10000;0
8g_xori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;10000
8h_add_100x100;10000;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_addi_100x100;0;10100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_addiw_100x100;0;100;10026;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_addw_100x100;0;100;26;10000;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_and_100x100;0;100;26;0;10000;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_andi_100x100;0;100;26;0;0;10000;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_auipc_100x100;0;100;25;0;0;0;10000;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_div_100x100;0;100;26;0;0;0;0;0;0;100;10000;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57451;0;0;0;0;0
8h_divu_100x100;0;100;26;0;0;0;0;0;0;100;0;10000;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60856;0;0;0;0;0
8h_divuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;10000;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62653;0;0;0;0;0
8h_divw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;10000;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61651;0;0;0;0;0
8h_lb_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8h_lbu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8h_lh_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8h_lhu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8h_lui_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;10026;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_lw_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8h_mul_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;10000;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57856;0;0;0;0;0
8h_mulh_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;10000;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111053;0;0;0;0;0
8h_mulhsu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;10000;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109230;0;0;0;0;0
8h_mulhu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;10000;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109058;0;0;0;0;0
8h_mulw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;10000;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58860;0;0;0;0;0
8h_mv_100x100;0;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;2;25;0;0;0;0;0;0;10000;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_nop_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8h_remu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65056;0;0;0;0;0
9_beq_false;0;0;26;0;0;0;0;1014;0;0;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;0;0;0;0;0
9_beq_true;0;0;0;0;0;0;0;0;249917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0
9_j;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0
Total;4298000;145400;94426;80000;80000;80000;80000;1014;249917;65400;80000;80000;80000;80000;250464;9;8;8;8;681;94439;8;80000;80000;80000;80000;80000;80000;86294;70000;70000;70000;80000;70000;70000;70000;100;70000;70000;70000;70000;70000;70000;70000;69900;70000;70000;70000;70000;70000;70000;70000;70000;70000;18798521;70000;70000;70000;70000;70000
