;;;add;addi;addiw;addw;and;andi;auipc;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
1f_addiw_300x300,instr,csv;addiw;2503,373;0;300;90007;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_addw_300x300,instr,csv;addw;2499,091;0;301;6;90000;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_and_300x300,instr,csv;and;2382,12;0;300;5;0;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_andi_300x300,instr,csv;andi;2269,43;0;300;8;0;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_auipc_300x300,instr,csv;auipc;2940,731;0;301;6;0;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;21;5;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_div_300x300,instr,csv;div;2522,482;0;155;1;0;0;0;0;0;155;46598;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452049;0;0;0;0;0
1f_divu_300x300,instr,csv;divu;2543,915;0;170;0;0;0;0;0;0;170;0;51265;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447352;0;0;0;0;0
1f_divuw_300x300,instr,csv;divuw;2574,59;0;158;2;0;0;0;0;0;158;0;0;47638;0;0;0;0;0;0;19;8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451003;0;0;0;0;0
1f_divw_300x300,instr,csv;divw;2575,411;0;166;2;0;0;0;0;0;166;0;0;0;49944;0;0;0;0;0;21;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448681;0;0;0;0;0
1f_lb_300x300,instr,csv;lb;1689,977;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498955;0;0;0;0;0
1f_lbu_300x300,instr,csv;lbu;1690,061;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498923;0;0;0;0;0
1f_lh_300x300,instr,csv;lh;1802,974;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1f_lhu_300x300,instr,csv;lhu;1802,971;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1f_li_300x300,instr,csv;li;2237,102;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90025;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_lui_300x300,instr,csv;lui;2959,933;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;90005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_lw_300x300,instr,csv;lw;1985,922;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0
1f_mul_300x300,instr,csv;mul;2851,653;0;270;6;0;0;0;0;0;270;0;0;0;0;0;0;0;0;0;21;6;0;81195;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417190;0;0;0;0;0
1f_mulh_300x300,instr,csv;mulh;2693,794;0;139;7;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;20;7;0;0;41711;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456936;0;0;0;0;0
1f_mulhsu_300x300,instr,csv;mulhsu;2602,711;0;142;4;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;23;2;0;0;0;42086;0;0;0;31;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456559;0;0;0;0;0
1f_mulhu_300x300,instr,csv;mulhu;2597,224;0;138;6;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;21;6;0;0;0;0;41573;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457076;0;0;0;0;0
1f_mulw_300x300,instr,csv;mulw;2930,423;0;265;8;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;79384;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419013;0;0;0;0;0
1f_mv_300x300,instr,csv;mv;2119,183;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_nop_300x300,instr,csv;nop;1731,467;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;90031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_or_300x300,instr,csv;or;2469,91;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_ori_300x300,instr,csv;ori;2297,882;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_rem_300x300,instr,csv;rem;2574,361;0;169;2;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;3;0;0;50738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447881;0;0;0;0;0
1f_remu_300x300,instr,csv;remu;2574,512;0;177;1;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0;4;0;0;0;53291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445312;0;0;0;0;0
1f_remuw_300x300,instr,csv;remuw;2565,925;0;137;1;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;4;0;0;0;0;41165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457518;0;0;0;0;0
1f_remw_300x300,instr,csv;remw;2480,556;0;108;1;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;20;6;0;0;0;0;0;0;0;4;0;0;0;0;0;32675;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466066;0;0;0;0;0
1f_sb_300x300,instr,csv;sb;2079,259;0;237;21;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1f_sh_300x300,instr,csv;sh;2084,057;0;237;18;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;9;18;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1f_sll_300x300,instr,csv;sll;2468,447;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_slli_300x300,instr,csv;slli;2594,313;0;301;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;6;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;90001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_slliw_300x300,instr,csv;slliw;2608,521;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_sllw_300x300,instr,csv;sllw;2667,517;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_slt_300x300,instr,csv;slt;2381,198;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_slti_300x300,instr,csv;slti;2288,462;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_sltiu_300x300,instr,csv;sltiu;2295,368;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;26;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_sltu_300x300,instr,csv;sltu;2444,426;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1f_sra_300x300,instr,csv;sra;2402,646;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1f_srai_300x300,instr,csv;srai;2261,576;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;215;0;0;0;0;0
1f_sraiw_300x300,instr,csv;sraiw;2346,005;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;215;0;0;0;0;0
1f_sraw_300x300,instr,csv;sraw;2416,621;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;215;0;0;0;0;0
1f_srl_300x300,instr,csv;srl;2348,753;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;215;0;0;0;0;0
1f_srli_300x300,instr,csv;srli;2311,866;0;300;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;215;0;0;0;0;0
1f_srliw_300x300,instr,csv;srliw;2317,968;0;301;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;7;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;231;0;0;0;0;0
1f_srlw_300x300,instr,csv;srlw;2335,265;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;215;0;0;0;0;0
1f_sub_300x300,instr,csv;sub;2935,791;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;90000;0;0;0;0
1f_subw_300x300,instr,csv;subw;2926,131;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;90000;0;0;0
1f_sw_300x300,instr,csv;sw;2076,724;0;237;18;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;9;18;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;71390;0;0
1f_xor_300x300,instr,csv;xor;2539,967;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;90000;0
1f_xori_300x300,instr,csv;xori;2448,811;0;300;9;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;90000
1g_add_300x300,instr,csv;add;2493,457;90000;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;7;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_addi_300x300,instr,csv;addi;2522,584;0;90300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_addiw_300x300,instr,csv;addiw;2505,803;0;300;90006;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_addw_300x300,instr,csv;addw;2521,717;0;300;5;90000;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_and_300x300,instr,csv;and;2358,886;0;300;6;0;90000;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_andi_300x300,instr,csv;andi;2260,784;0;300;9;0;0;90000;0;0;300;0;0;0;0;1;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_auipc_300x300,instr,csv;auipc;3036,307;0;300;3;0;0;0;90000;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_div_300x300,instr,csv;div;2538,626;0;154;1;0;0;0;0;0;154;46362;0;0;0;0;0;0;0;0;19;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452287;0;0;0;0;0
1g_divu_300x300,instr,csv;divu;2538,913;0;155;1;0;0;0;0;0;155;0;46606;0;0;0;0;0;0;0;20;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452041;0;0;0;0;0
1g_divuw_300x300,instr,csv;divuw;2549,309;0;153;1;0;0;0;0;0;153;0;0;46098;0;0;0;0;0;0;17;10;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452553;0;0;0;0;0
1g_divw_300x300,instr,csv;divw;2489,8;0;120;1;0;0;0;0;0;120;0;0;0;36089;0;0;0;0;0;19;7;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462628;0;0;0;0;0
1g_lb_300x300,instr,csv;lb;1689,989;0;1;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;8;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498924;0;0;0;0;0
1g_lbu_300x300,instr,csv;lbu;1689,986;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498951;0;0;0;0;0
1g_lh_300x300,instr,csv;lh;1802,975;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498925;0;0;0;0;0
1g_lhu_300x300,instr,csv;lhu;1802,976;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498957;0;0;0;0;0
1g_li_300x300,instr,csv;li;2230,241;0;300;1;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;90026;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_lui_300x300,instr,csv;lui;2921,018;0;300;7;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;20;90007;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_lw_300x300,instr,csv;lw;1995,929;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;1;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0
1g_mul_300x300,instr,csv;mul;2863,405;0;267;4;0;0;0;0;0;267;0;0;0;0;0;0;0;0;0;23;4;0;80201;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418222;0;0;0;0;0
1g_mulh_300x300,instr,csv;mulh;2562,101;0;139;8;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;19;8;0;0;41782;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456865;0;0;0;0;0
1g_mulhsu_300x300,instr,csv;mulhsu;2605,857;0;138;2;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;25;2;0;0;0;41669;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457012;0;0;0;0;0
1g_mulhu_300x300,instr,csv;mulhu;2519,073;0;139;5;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;41856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456823;0;0;0;0;0
1g_mulw_300x300,instr,csv;mulw;2671,222;0;278;3;0;0;0;0;0;278;0;0;0;0;0;0;0;0;0;24;3;0;0;0;0;0;83468;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414933;0;0;0;0;0
1g_mv_300x300,instr,csv;mv;1959,339;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;90000;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_nop_300x300,instr,csv;nop;1731,281;0;300;6;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;21;6;0;0;0;0;0;0;0;90031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_or_300x300,instr,csv;or;2492,36;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_ori_300x300,instr,csv;ori;2303,203;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_rem_300x300,instr,csv;rem;2536,388;0;178;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;0;0;0;5;0;0;53415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445186;0;0;0;0;0
1g_remu_300x300,instr,csv;remu;2520,612;0;153;1;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;22;5;0;0;0;0;0;0;0;4;0;0;0;46047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452604;0;0;0;0;0
1g_remuw_300x300,instr,csv;remuw;2516,412;0;120;3;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;22;4;0;0;0;0;0;0;0;2;0;0;0;0;36090;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462627;0;0;0;0;0
1g_remw_300x300,instr,csv;remw;2544,408;0;148;4;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;18;9;0;0;0;0;0;0;0;1;0;0;0;0;0;44457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454204;0;0;0;0;0
1g_sb_300x300,instr,csv;sb;2076,544;0;237;21;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1g_sh_300x300,instr,csv;sh;2075,563;0;237;15;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;71390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427061;0;0;0;0;0
1g_sll_300x300,instr,csv;sll;2451,718;0;301;2;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;25;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;90000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_slli_300x300,instr,csv;slli;2460,093;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_slliw_300x300,instr,csv;slliw;2480,997;0;300;3;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;24;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_sllw_300x300,instr,csv;sllw;2688,505;0;301;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;1;0;90000;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_slt_300x300,instr,csv;slt;2402,737;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_slti_300x300,instr,csv;slti;2279,104;0;300;8;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;19;8;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_sltiu_300x300,instr,csv;sltiu;2288,811;0;300;9;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;18;9;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0
1g_sltu_300x300,instr,csv;sltu;2386,243;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_sra_300x300,instr,csv;sra;2502,207;0;300;5;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;0;215;0;0;0;0;0
1g_srai_300x300,instr,csv;srai;2346,274;0;300;4;0;0;0;0;0;300;0;0;0;0;1;0;0;0;0;23;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000;0;0;0;0;0;0;215;0;0;0;0;0
